Date,Open,High,Low,Close,Adj Close,Volume
2019-12-01,42863.351563,45189.828125,41894.750000,43541.019531,43541.019531,2679022700
2020-01-01,43739.519531,45955.410156,43716.488281,44108.308594,44108.308594,3302458900
2020-02-01,44330.968750,45645.929688,39838.039063,41324.308594,41324.308594,3349359000
2020-03-01,41391.089844,43462.269531,32646.960938,34554.531250,34554.531250,5716874300
2020-04-01,34098.859375,36976.648438,32503.250000,36470.109375,36470.109375,4049822200
2020-05-01,36266.730469,38015.941406,35277.539063,36122.730469,36122.730469,3900219700
2020-06-01,36115.128906,40030.949219,35979.218750,37716.429688,37716.429688,4621094100
2020-07-01,37636.230469,38416.960938,35883.468750,37019.679688,37019.679688,3265097900
2020-08-01,37359.031250,39349.378906,36788.671875,36840.730469,36840.730469,2919020800
2020-09-01,36893.820313,37688.511719,35354.031250,37458.691406,37458.691406,3699448900
2020-10-01,37435.730469,38989.031250,36313.738281,36987.859375,36987.859375,3271487300
2020-11-01,37123.171875,42918.468750,36885.808594,41778.871094,41778.871094,3934278100
2020-12-01,41987.429688,45364.570313,41902.769531,44066.878906,44066.878906,3999860400
2021-01-01,44200.039063,46925.058594,42900.960938,42985.730469,42985.730469,4043536700
2021-02-01,43152.308594,45738.148438,43152.308594,44592.910156,44592.910156,4484634600
2021-03-01,44787.660156,48314.238281,44614.679688,47246.261719,47246.261719,4075452700
2021-04-01,47575.609375,49399.621094,47138.339844,48009.718750,48009.718750,2966332600
2021-05-01,48191.679688,51066.859375,48089.570313,50885.949219,50885.949219,3055060600
2021-06-01,50943.238281,51705.230469,49832.109375,50289.750000,50289.750000,3184646900
2021-07-01,50244.019531,51856.679688,48598.089844,50868.320313,50868.320313,2487695900
2021-08-01,50983.800781,53375.890625,50669.769531,53304.738281,53304.738281,3110082000
2021-09-01,53400.269531,53400.269531,50402.921875,51385.550781,51385.550781,3328543500
2021-10-01,51376.691406,52942.261719,50558.160156,51309.839844,51309.839844,2985779900
2021-11-01,51353.609375,52577.328125,49064.671875,49698.718750,49698.718750,3932463400
2021-12-01,49879.761719,53630.531250,49869.011719,53272.441406,53272.441406,3420203000
2022-01-01,53278.109375,54219.140625,49673.640625,51330.851563,51330.851563,3231688700
2022-02-01,51511.269531,53901.910156,50003.089844,53400.609375,53400.609375,4036967900
2022-03-01,53403.890625,56730.531250,51884.078125,56536.679688,56536.679688,5174381400
2022-04-01,56530.558594,57064.160156,51315.039063,51417.968750,51417.968750,3133323300
2022-05-01,51426.269531,52745.980469,48669.210938,51752.531250,51752.531250,5499191700
2022-06-01,51739.871094,51820.679688,46344.941406,47524.449219,47524.449219,4153468300
2022-07-01,47543.351563,48584.140625,46164.269531,48144.328125,48144.328125,2759226700
2022-08-01,48094.468750,48944.488281,44844.179688,44919.218750,44919.218750,3525539800
2022-09-01,44851.230469,47944.601563,44518.730469,44626.800781,44626.800781,3810237600
2022-10-01,44779.199219,49990.941406,44686.640625,49922.300781,49922.300781,4077248700
2022-11-01,50004.421875,52457.140625,49431.480469,51684.859375,51684.859375,3956990900
2022-12-01,51649.601563,51811.171875,48383.199219,48463.859375,48463.859375,2867541400
2023-01-01,48506.039063,55309.968750,48478.941406,54564.269531,54564.269531,2793205500
2023-02-01,54555.910156,55173.578125,52141.140625,52758.058594,52758.058594,3428245600
2023-03-01,52720.398438,54604.070313,51814.679688,53904.000000,53904.000000,4321742400
2023-04-01,54037.671875,54924.750000,53308.070313,54713.699219,54713.699219,1953521000
