Date,Open,High,Low,Close,Adj Close,Volume
1994-06-01,2483.699951,2497.399902,2187.300049,2258.199951,2258.199951,0
1994-07-01,2262.600098,2487.500000,2193.899902,2461.000000,2461.000000,0
1994-08-01,2462.300049,2821.399902,2451.800049,2710.000000,2710.000000,0
1994-09-01,2702.699951,2864.800049,2642.699951,2746.100098,2746.100098,0
1994-10-01,2746.100098,2785.000000,2507.699951,2552.100098,2552.100098,0
1994-11-01,2537.800049,2632.100098,2371.100098,2591.300049,2591.300049,0
1994-12-01,2591.300049,2591.300049,2021.000000,2373.000000,2373.000000,0
1995-01-01,2354.199951,2378.100098,1840.400024,2067.600098,2067.600098,0
1995-02-01,2094.000000,2111.600098,1447.500000,1533.199951,1533.199951,0
1995-03-01,1549.900024,1851.400024,1478.099976,1826.400024,1826.400024,0
1995-04-01,1832.800049,2055.199951,1772.000000,1969.500000,1969.500000,0
1995-05-01,1960.500000,2116.399902,1922.800049,1934.500000,1934.500000,0
1995-06-01,1945.099976,2205.699951,1937.900024,2195.899902,2195.899902,0
1995-07-01,2196.100098,2592.399902,2176.899902,2369.100098,2369.100098,0
1995-08-01,2375.199951,2588.100098,2354.600098,2505.199951,2505.199951,0
1995-09-01,2517.000000,2631.300049,2300.000000,2392.300049,2392.300049,0
1995-10-01,2392.300049,2410.500000,2120.399902,2308.100098,2308.100098,0
1995-11-01,2302.000000,2728.899902,2210.000000,2689.000000,2689.000000,0
1995-12-01,2687.600098,2838.199951,2561.399902,2778.500000,2778.500000,0
1996-01-01,2777.500000,3110.100098,2776.600098,3034.699951,3034.699951,0
1996-02-01,3034.300049,3113.100098,2804.800049,2832.500000,2832.500000,0
1996-03-01,2833.100098,3126.399902,2731.100098,3072.399902,3072.399902,0
1996-04-01,3074.399902,3330.399902,3006.399902,3187.199951,3187.199951,0
1996-05-01,3187.600098,3372.500000,3118.100098,3205.500000,3205.500000,0
1996-06-01,3205.500000,3283.800049,3092.699951,3210.800049,3210.800049,0
