DATE,NAEXKP06MXQ661S
1980-01-01,7.01521620548217
1980-04-01,7.22970484929548
1980-07-01,7.38270949948355
1980-10-01,7.70124439534731
1981-01-01,8.24180775265511
1981-04-01,8.71021918384578
1981-07-01,7.20031406729616
1981-10-01,8.50255498444387
1982-01-01,8.1676879592081
1982-04-01,9.84181759972818
1982-07-01,10.8364349817082
1982-10-01,11.2007156623081
1983-01-01,10.8944234965582
1983-04-01,11.4858832607302
1983-07-01,11.3521068443771
1983-10-01,11.9958059507443
1984-01-01,12.344155970229
1984-04-01,12.1024213185254
1984-07-01,12.3936164149583
1984-10-01,11.5571516471092
1985-01-01,11.4299393898481
1985-04-01,10.3496730231271
1985-07-01,11.7422145730506
1985-10-01,12.7153999636399
1986-01-01,10.9290958255061
1986-04-01,11.9313369912458
1986-07-01,12.2235336698158
1986-10-01,13.2600547772502
1987-01-01,12.9094184183508
1987-04-01,13.0287344907839
1987-07-01,13.3218488628038
1987-10-01,13.6633993295653
1988-01-01,14.2839246362181
1988-04-01,14.3470189867433
1988-07-01,13.8839886886147
1988-10-01,13.4114906722025
1989-01-01,14.1610034798805
1989-04-01,13.3961556246387
1989-07-01,15.4857321390669
1989-10-01,16.1048467295685
1990-01-01,16.9476515112809
1990-04-01,12.8089713956147
1990-07-01,15.6670431129798
1990-10-01,16.7282650730261
1991-01-01,15.8164190305138
1991-04-01,16.2337042350732
1991-07-01,16.6219803618084
1991-10-01,16.6565334209069
1992-01-01,17.097889983797
1992-04-01,17.2940772601909
1992-07-01,16.9287703710034
1992-10-01,17.2435302798143
1993-01-01,21.3821787117328
1993-04-01,21.3631726758276
1993-07-01,21.9239490899996
1993-10-01,23.2544685539433
1994-01-01,23.1065495070379
1994-04-01,23.6659828128978
1994-07-01,24.5496990608194
1994-10-01,25.1722039984142
1995-01-01,30.3064052779829
1995-04-01,29.1577461724559
1995-07-01,30.2670076062084
1995-10-01,31.2702375796236
1996-01-01,33.6631352648327
1996-04-01,34.7179268176539
1996-07-01,35.9331157272286
1996-10-01,37.1733465878993
1997-01-01,37.3736236086009
1997-04-01,37.7985420753065
1997-07-01,38.9879951955183
1997-10-01,39.9035974073263
1998-01-01,40.6593442470058
1998-04-01,41.7016907150901
1998-07-01,41.2760754693112
1998-10-01,43.1194610132787
1999-01-01,43.2800887972207
1999-04-01,43.372229112277
1999-07-01,45.0471432013822
1999-10-01,46.5317620510265
2000-01-01,48.382517315946
2000-04-01,51.1822780086263
2000-07-01,52.0871991274256
2000-10-01,53.2319196769073
2001-01-01,54.6035438607386
2001-04-01,52.6056053386846
2001-07-01,51.7329337394672
2001-10-01,50.1812993125647
2002-01-01,51.053298307338
2002-04-01,53.99187692318
2002-07-01,54.927287194827
2002-10-01,54.7639521044774
2003-01-01,53.1566961408324
2003-04-01,50.787007011959
2003-07-01,53.3115038887827
2003-10-01,53.9034521550147
2004-01-01,53.8966267593295
2004-04-01,55.6143568896071
2004-07-01,56.5049321904434
2004-10-01,56.8290572292043
2005-01-01,57.9788965223667
2005-04-01,58.3748353701746
2005-07-01,58.7647639538258
2005-10-01,62.5102402121086
2006-01-01,64.5182538409955
2006-04-01,65.7894543942892
2006-07-01,64.3557036098729
2006-10-01,63.7362122786803
2007-01-01,64.101682451256
2007-04-01,65.478908331205
2007-07-01,68.4962985310496
2007-10-01,66.7430250939556
2008-01-01,66.1855622484426
2008-04-01,64.4912940639862
2008-07-01,63.4770499182241
2008-10-01,64.4401531519371
2009-01-01,58.974231426767
2009-04-01,53.7077365411588
2009-07-01,57.7101236544818
2009-10-01,62.5740638980747
2010-01-01,66.6570378582194
2010-04-01,70.5935119566329
2010-07-01,74.856566475131
2010-10-01,74.4891285069392
2011-01-01,76.2931475876903
2011-04-01,75.6042389526292
2011-07-01,78.5114490304753
2011-10-01,82.7349492582502
2012-01-01,83.3903323038008
2012-04-01,86.8979817163308
2012-07-01,83.7203106756842
2012-10-01,83.3618084498846
2013-01-01,84.1275768137034
2013-04-01,85.0551557658171
2013-07-01,89.1508050338314
2013-10-01,88.9308071812106
2014-01-01,90.2928398108106
2014-04-01,92.948239940406
2014-07-01,93.8057585483143
2014-10-01,96.691250722597
2015-01-01,98.3127043475769
2015-04-01,100.509474766045
2015-07-01,102.206573062585
2015-10-01,99.1862950868443
2016-01-01,98.8594930139772
2016-04-01,100.463060786233
2016-07-01,104.70803298213
2016-10-01,107.008331058334
2017-01-01,108.231406034454
2017-04-01,104.63567165494
2017-07-01,103.080701765375
2017-10-01,109.572249217406
2018-01-01,111.700869027364
2018-04-01,113.264773434986
2018-07-01,113.911336113783
2018-10-01,114.329661664555
2019-01-01,114.494190314207
2019-04-01,117.259800814095
2019-07-01,117.015065077761
2019-10-01,110.236018026532
2020-01-01,116.030009600223
2020-04-01,81.8068451861361
2020-07-01,113.597575749261
2020-10-01,114.379872645595
2021-01-01,111.105710432784
2021-04-01,112.858862660639
2021-07-01,114.113753201342
2021-10-01,119.251597695966
2022-01-01,122.513782460277
2022-04-01,124.906828170078
2022-07-01,128.301306816504
2022-10-01,121.72047603687
2023-01-01,121.119517079693
2023-04-01,117.362782646152
2023-07-01,113.219533797206
