DATE,MEXCPIALLMINMEI
1986-08-01,1.39357395288089
1986-09-01,1.47717532912891
1986-10-01,1.56161172628777
1986-11-01,1.66711711619983
1986-12-01,1.79880483393934
1987-01-01,1.94445230932453
1987-02-01,2.08475885420781
1987-03-01,2.22253411285688
1987-04-01,2.4169948946762
1987-05-01,2.59920855539334
1987-06-01,2.78724287657264
1987-07-01,3.01298786143664
1987-08-01,3.25923859813976
1987-09-01,3.47395626560106
1987-10-01,3.76345998614743
1987-11-01,4.06198040769292
1987-12-01,4.66192749707466
1988-01-01,5.38277238131451
1988-02-01,5.83173597617476
1988-03-01,6.1303677397521
1988-04-01,6.31905534947024
1988-05-01,6.44131703249992
1988-06-01,6.57272312978155
1988-07-01,6.68243150851119
1988-08-01,6.74390782415393
1988-09-01,6.78246334921312
1988-10-01,6.83419763012546
1988-11-01,6.92565648310168
1988-12-01,7.07015783710144
1989-01-01,7.24323199493396
1989-02-01,7.3415266422592
1989-03-01,7.42111331645994
1989-04-01,7.53209389270454
1989-05-01,7.63576712434012
1989-06-01,7.72850144316596
1989-07-01,7.80580897157194
1989-08-01,7.88017424291227
1989-09-01,7.95553827692103
1989-10-01,8.073195828944
1989-11-01,8.1865161304102
1989-12-01,8.46279852401744
1990-01-01,8.87122871394834
1990-02-01,9.07211105686168
1990-03-01,9.23204574976848
1990-04-01,9.3725536902178
1990-05-01,9.53611176571656
1990-06-01,9.74614179121562
1990-07-01,9.92388066539109
1990-08-01,10.0929712324044
1990-09-01,10.2368438546959
1990-10-01,10.384010762581
1990-11-01,10.6597102698083
1990-12-01,10.9956777547445
1991-01-01,11.275943739171
1991-02-01,11.4727900974497
1991-03-01,11.6364038410087
1991-04-01,11.7583004044446
1991-05-01,11.8732449201324
1991-06-01,11.9978315942851
1991-07-01,12.1038576540287
1991-08-01,12.1880959416852
1991-09-01,12.3095127692524
1991-10-01,12.4526797091878
1991-11-01,12.7618836229494
1991-12-01,13.0622738624891
1992-01-01,13.2996814508632
1992-02-01,13.4572567730843
1992-03-01,13.5942117390124
1992-04-01,13.7153960656932
1992-05-01,13.8058266878039
1992-06-01,13.8992699632298
1992-07-01,13.9870317572103
1992-08-01,14.0729597557936
1992-09-01,14.1953769831507
1992-10-01,14.297593004746
1992-11-01,14.4163852182998
1992-12-01,14.6216604739218
1993-01-01,14.8050693755967
1993-02-01,14.9260277557919
1993-03-01,15.0130150964696
1993-04-01,15.0995898351036
1993-05-01,15.1859026046551
1993-06-01,15.2710774384307
1993-07-01,15.3444635925677
1993-08-01,15.4265913757346
1993-09-01,15.540844949076
1993-10-01,15.6044039322241
1993-11-01,15.67323015765
1993-12-01,15.7927362391712
1994-01-01,15.9151714807812
1994-02-01,15.9970258350111
1994-03-01,16.0792813314301
1994-04-01,16.1580296986563
1994-05-01,16.2360985774788
1994-06-01,16.3173405771317
1994-07-01,16.3897066860127
1994-08-01,16.4660973137645
1994-09-01,16.5832047277598
1994-10-01,16.670260839385
1994-11-01,16.7593783300173
1994-12-01,16.9063683991678
1995-01-01,17.5427146637892
1995-02-01,18.2862200066542
1995-03-01,19.364212704705
1995-04-01,20.9072196083777
1995-05-01,21.7810553292978
1995-06-01,22.4723302782486
1995-07-01,22.930451390248
1995-08-01,23.3107999720704
1995-09-01,23.7929896272518
1995-10-01,24.2825472064691
1995-11-01,24.8813137889916
1995-12-01,25.6919490978683
1996-01-01,26.6155592399927
1996-02-01,27.2367570544987
1996-03-01,27.8363422867112
1996-04-01,28.6276572678847
1996-05-01,29.1494699817396
1996-06-01,29.6241279829481
1996-07-01,30.0452457448292
1996-08-01,30.4445871944789
1996-09-01,30.931361335202
1996-10-01,31.3174405239515
1996-11-01,31.791934795221
1996-12-01,32.8098543567307
1997-01-01,33.6535634558444
1997-02-01,34.219092518192
1997-03-01,34.6449584896427
1997-04-01,35.0192490046628
1997-05-01,35.3388531471507
1997-06-01,35.6523992287465
1997-07-01,35.9629981300888
1997-08-01,36.2827660084249
1997-09-01,36.7346653177738
1997-10-01,37.0282361341847
1997-11-01,37.442477161844
1997-12-01,37.9670733141939
1998-01-01,38.7930993968036
1998-02-01,39.47225821215
1998-03-01,39.9346363379947
1998-04-01,40.3082719273526
1998-05-01,40.6293496570121
1998-06-01,41.109574535208
1998-07-01,41.5059688164254
1998-08-01,41.9049828061999
1998-09-01,42.5846328113594
1998-10-01,43.194860601825
1998-11-01,43.9598147911355
1998-12-01,45.032420713357
1999-01-01,46.1696072471062
1999-02-01,46.7900797877882
1999-03-01,47.2247872704464
1999-04-01,47.6581849017812
1999-05-01,47.9448789898795
1999-06-01,48.2598986527358
1999-07-01,48.5788478754726
1999-08-01,48.8522796967606
1999-09-01,49.3243179953214
1999-10-01,49.6367179496215
1999-11-01,50.0781384306543
1999-12-01,50.5798121552965
2000-01-01,51.2589709647326
2000-02-01,51.7136537066655
2000-03-01,52.0003477947638
2000-04-01,52.2962108539455
2000-05-01,52.4917064269389
2000-06-01,52.8026327940675
2000-07-01,53.0086071894668
2000-08-01,53.2998857631068
2000-09-01,53.6892395860738
2000-10-01,54.0589456096418
2000-11-01,54.5211600055486
2000-12-01,55.1114125426506
2001-01-01,55.4169357686383
2001-02-01,55.3802598843063
2001-03-01,55.7311367699851
2001-04-01,56.0122639870045
2001-05-01,56.140793318013
2001-06-01,56.2735796687777
2001-07-01,56.1273673212646
2001-08-01,56.4599062706876
2001-09-01,56.9854848085749
2001-10-01,57.2430346663159
2001-11-01,57.4586692226116
2001-12-01,57.5382427998354
2002-01-01,58.0693882147118
2002-02-01,58.0320574047186
2002-03-01,58.3289028494375
2002-04-01,58.6475246063881
2002-05-01,58.7663937765
2002-06-01,59.05292412875
2002-07-01,59.2224477234175
2002-08-01,59.4476258857923
2002-09-01,59.8051922591174
2002-10-01,60.0687866434197
2002-11-01,60.5546040961032
2002-12-01,60.8181984804054
