country,Date,C,X,GDP,M,I,Q,Y,time,population,log_population,TB,TBGDP,IGDP,C_growth,GDP_growth,I_growth,C_cycle,GDP_cycle,I_cycle,TBGDP_cycle,C_linear_cycle,GDP_linear_cycle,I_linear_cycle,TBGDP_linear_cycle
Mexico,Q4 2010,-3.7777308254620454,0.010221321846650516,-3.3817289470407337,0.010701048122344823,-4.932372288821393,4,2010,2010-10-01,111418328.96820424,18.528802404851625,-0.0004797262756943074,-0.014114312455693268,0.21211146975141576,,,,0.0026092335017073864,0.003464577765794896,-0.025014785729423394,0.006175284844491674,,,,
Mexico,Q1 2011,-3.8003524883426247,0.010306885172038831,-3.3983243719642804,0.010631982356692833,-4.94852890707978,1,2011,2011-01-01,114150480.99999996,18.553028144685033,-0.00032509718465400204,-0.009724935531355734,0.21220456610225527,,,,-0.02051310913428317,-0.015623367000289434,-0.04411532544879826,0.009276065691703632,,,,
Mexico,Q2 2011,-3.781468825802153,0.010327994797499282,-3.3894761518221013,0.010710966904708756,-4.9041622402872695,2,2011,2011-04-01,113743792.7722854,18.549459045271536,-0.00038297210720947446,-0.011355282251129223,0.21987719600356798,,,,-0.0024735001374236454,-0.009540396153081776,-0.002851298354636711,0.006401285144266879,,,,
Mexico,Q3 2011,-3.7653298066261915,0.010450883338066269,-3.3666436192557554,0.010987761550625615,-4.876213926213666,3,2011,2011-07-01,113338553.46807137,18.545889945858036,-0.0005368782125593462,-0.015559316900754077,0.22100492183673634,,,,0.012506005613448501,0.010289823442549473,0.021921527223133452,0.001006223180190018,,,,
Mexico,Q4 2011,-3.761522366249027,0.01048043597688222,-3.3565835225812064,0.01094610129521425,-4.845475250419328,4,2011,2011-10-01,112934757.9252238,18.542320846444536,-0.00046566531833202966,-0.01336040415388969,0.225622568239686,,,,0.014867932528356498,0.017152171994928356,0.049499517225498835,0.0020727585863474386,,,,
Mexico,Q1 2012,-3.777502494993705,0.010808810632725471,-3.374681563788151,0.010969957481824985,-4.869608035217724,1,2012,2012-01-01,115755908.9999998,18.56699429930365,-0.00016114684909951382,-0.004707901843387495,0.22426509401607067,,,,-0.002822066124944733,-0.004303855101006615,0.022294799885824723,0.009656148100933865,,,,
Mexico,Q2 2012,-3.775185494400472,0.010985336914269518,-3.3624017142250833,0.011142819485199046,-4.859717262486701,2,2012,2012-04-01,115352447.52975908,18.563502760648998,-0.00015748257092952807,-0.004544697762963452,0.22372994698394658,,,,-0.0024669407537318833,0.004482248083387486,0.029245406674827557,0.008816823027163023,,,,
Mexico,Q3 2012,-3.767601046933888,0.01086893724286886,-3.3535694198875676,0.01113534259726642,-4.843102073995392,3,2012,2012-07-01,114950392.30442952,18.560011221994344,-0.000266405354397559,-0.007620432895055291,0.22547800714011523,,,,0.002917741101732929,0.009712202739121878,0.04308127492200775,0.004802426386963792,,,,
Mexico,Q4 2012,-3.7582384207011885,0.010964599459548372,-3.3414955987003543,0.011536174749912146,-4.859330155724992,4,2012,2012-10-01,114549738.42261393,18.556519683339687,-0.0005715752903637742,-0.01615349663183244,0.21918600822746773,,,,0.009858368096483883,0.018099456722971308,0.024245519365638124,-0.004613657721858632,,,,
Mexico,Q1 2013,-3.772343165681059,0.010632772665341909,-3.362564315158976,0.01126094019093725,-4.882767038924461,1,2013,2013-01-01,117290685.99999991,18.580165907231542,-0.0006281675255953405,-0.01813086849867721,0.2186675533488247,,,,-0.006876776574081589,-0.006721758805784184,-0.00164351632060189,-0.0074296368512037705,,,,
Mexico,Q2 2013,-3.769583202356969,0.010807783062744112,-3.364575872454303,0.011302817092361028,-4.913707657953323,2,2013,2013-04-01,116905094.47357461,18.576873005249567,-0.0004950340296169167,-0.014316992240196138,0.21243233061446054,,,,-0.006947941699413818,-0.012544763543655968,-0.03491204502320233,-0.004418299236119229,,,,
